seed,event_id,class,split,clean_windows,s0_s6_rows,split_hash
43,GEVT_039,gangue,test,18,126,33ae0d43b916cca42e642a7defc4f91be638906cbe8dfe313c0cbca328e8f3ba
43,GEVT_040,gangue,train,18,126,33ae0d43b916cca42e642a7defc4f91be638906cbe8dfe313c0cbca328e8f3ba
43,GEVT_041,gangue,val,18,126,33ae0d43b916cca42e642a7defc4f91be638906cbe8dfe313c0cbca328e8f3ba
43,GEVT_042,gangue,test,18,126,33ae0d43b916cca42e642a7defc4f91be638906cbe8dfe313c0cbca328e8f3ba
43,GEVT_043,gangue,train,18,126,33ae0d43b916cca42e642a7defc4f91be638906cbe8dfe313c0cbca328e8f3ba
43,GEVT_044,gangue,train,18,126,33ae0d43b916cca42e642a7defc4f91be638906cbe8dfe313c0cbca328e8f3ba
43,GEVT_045,gangue,train,18,126,33ae0d43b916cca42e642a7defc4f91be638906cbe8dfe313c0cbca328e8f3ba
43,GEVT_046,gangue,train,18,126,33ae0d43b916cca42e642a7defc4f91be638906cbe8dfe313c0cbca328e8f3ba
43,GEVT_047,gangue,train,18,126,33ae0d43b916cca42e642a7defc4f91be638906cbe8dfe313c0cbca328e8f3ba
43,GEVT_048,gangue,test,18,126,33ae0d43b916cca42e642a7defc4f91be638906cbe8dfe313c0cbca328e8f3ba
43,GEVT_049,gangue,train,18,126,33ae0d43b916cca42e642a7defc4f91be638906cbe8dfe313c0cbca328e8f3ba
43,GEVT_050,gangue,train,18,126,33ae0d43b916cca42e642a7defc4f91be638906cbe8dfe313c0cbca328e8f3ba
43,GEVT_051,gangue,train,18,126,33ae0d43b916cca42e642a7defc4f91be638906cbe8dfe313c0cbca328e8f3ba
43,GEVT_052,gangue,val,18,126,33ae0d43b916cca42e642a7defc4f91be638906cbe8dfe313c0cbca328e8f3ba
43,GEVT_053,gangue,test,18,126,33ae0d43b916cca42e642a7defc4f91be638906cbe8dfe313c0cbca328e8f3ba
43,GEVT_054,gangue,test,18,126,33ae0d43b916cca42e642a7defc4f91be638906cbe8dfe313c0cbca328e8f3ba
43,GEVT_055,gangue,train,18,126,33ae0d43b916cca42e642a7defc4f91be638906cbe8dfe313c0cbca328e8f3ba
43,GEVT_056,gangue,train,18,126,33ae0d43b916cca42e642a7defc4f91be638906cbe8dfe313c0cbca328e8f3ba
43,GEVT_057,gangue,test,18,126,33ae0d43b916cca42e642a7defc4f91be638906cbe8dfe313c0cbca328e8f3ba
43,EEVT_001,empty,val,18,126,33ae0d43b916cca42e642a7defc4f91be638906cbe8dfe313c0cbca328e8f3ba
43,EEVT_002,empty,train,18,126,33ae0d43b916cca42e642a7defc4f91be638906cbe8dfe313c0cbca328e8f3ba
43,EEVT_003,empty,train,18,126,33ae0d43b916cca42e642a7defc4f91be638906cbe8dfe313c0cbca328e8f3ba
43,EEVT_004,empty,train,18,126,33ae0d43b916cca42e642a7defc4f91be638906cbe8dfe313c0cbca328e8f3ba
43,EEVT_005,empty,train,18,126,33ae0d43b916cca42e642a7defc4f91be638906cbe8dfe313c0cbca328e8f3ba
43,EEVT_006,empty,train,18,126,33ae0d43b916cca42e642a7defc4f91be638906cbe8dfe313c0cbca328e8f3ba
43,EEVT_007,empty,train,18,126,33ae0d43b916cca42e642a7defc4f91be638906cbe8dfe313c0cbca328e8f3ba
43,EEVT_008,empty,val,18,126,33ae0d43b916cca42e642a7defc4f91be638906cbe8dfe313c0cbca328e8f3ba
43,EEVT_009,empty,test,18,126,33ae0d43b916cca42e642a7defc4f91be638906cbe8dfe313c0cbca328e8f3ba
43,EEVT_010,empty,train,18,126,33ae0d43b916cca42e642a7defc4f91be638906cbe8dfe313c0cbca328e8f3ba
43,EEVT_011,empty,train,18,126,33ae0d43b916cca42e642a7defc4f91be638906cbe8dfe313c0cbca328e8f3ba
43,EEVT_012,empty,train,18,126,33ae0d43b916cca42e642a7defc4f91be638906cbe8dfe313c0cbca328e8f3ba
43,EEVT_013,empty,train,18,126,33ae0d43b916cca42e642a7defc4f91be638906cbe8dfe313c0cbca328e8f3ba
43,EEVT_014,empty,train,18,126,33ae0d43b916cca42e642a7defc4f91be638906cbe8dfe313c0cbca328e8f3ba
43,EEVT_015,empty,test,18,126,33ae0d43b916cca42e642a7defc4f91be638906cbe8dfe313c0cbca328e8f3ba
43,EEVT_016,empty,train,18,126,33ae0d43b916cca42e642a7defc4f91be638906cbe8dfe313c0cbca328e8f3ba
43,EEVT_017,empty,test,18,126,33ae0d43b916cca42e642a7defc4f91be638906cbe8dfe313c0cbca328e8f3ba
43,EEVT_018,empty,train,18,126,33ae0d43b916cca42e642a7defc4f91be638906cbe8dfe313c0cbca328e8f3ba
43,EEVT_019,empty,val,18,126,33ae0d43b916cca42e642a7defc4f91be638906cbe8dfe313c0cbca328e8f3ba
43,EEVT_020,empty,test,18,126,33ae0d43b916cca42e642a7defc4f91be638906cbe8dfe313c0cbca328e8f3ba
43,EEVT_021,empty,train,18,126,33ae0d43b916cca42e642a7defc4f91be638906cbe8dfe313c0cbca328e8f3ba
43,EEVT_022,empty,train,18,126,33ae0d43b916cca42e642a7defc4f91be638906cbe8dfe313c0cbca328e8f3ba
43,EEVT_023,empty,train,18,126,33ae0d43b916cca42e642a7defc4f91be638906cbe8dfe313c0cbca328e8f3ba
43,EEVT_024,empty,train,18,126,33ae0d43b916cca42e642a7defc4f91be638906cbe8dfe313c0cbca328e8f3ba
43,EEVT_025,empty,train,18,126,33ae0d43b916cca42e642a7defc4f91be638906cbe8dfe313c0cbca328e8f3ba
43,EEVT_026,empty,train,18,126,33ae0d43b916cca42e642a7defc4f91be638906cbe8dfe313c0cbca328e8f3ba
43,EEVT_027,empty,train,18,126,33ae0d43b916cca42e642a7defc4f91be638906cbe8dfe313c0cbca328e8f3ba
43,EEVT_028,empty,train,18,126,33ae0d43b916cca42e642a7defc4f91be638906cbe8dfe313c0cbca328e8f3ba
43,EEVT_029,empty,test,18,126,33ae0d43b916cca42e642a7defc4f91be638906cbe8dfe313c0cbca328e8f3ba
43,EEVT_030,empty,train,18,126,33ae0d43b916cca42e642a7defc4f91be638906cbe8dfe313c0cbca328e8f3ba
43,EEVT_031,empty,train,18,126,33ae0d43b916cca42e642a7defc4f91be638906cbe8dfe313c0cbca328e8f3ba
43,EEVT_032,empty,train,18,126,33ae0d43b916cca42e642a7defc4f91be638906cbe8dfe313c0cbca328e8f3ba
43,EEVT_033,empty,train,18,126,33ae0d43b916cca42e642a7defc4f91be638906cbe8dfe313c0cbca328e8f3ba
43,EEVT_034,empty,train,18,126,33ae0d43b916cca42e642a7defc4f91be638906cbe8dfe313c0cbca328e8f3ba
43,EEVT_035,empty,train,18,126,33ae0d43b916cca42e642a7defc4f91be638906cbe8dfe313c0cbca328e8f3ba
43,EEVT_036,empty,val,18,126,33ae0d43b916cca42e642a7defc4f91be638906cbe8dfe313c0cbca328e8f3ba
43,EEVT_037,empty,train,18,126,33ae0d43b916cca42e642a7defc4f91be638906cbe8dfe313c0cbca328e8f3ba
43,EEVT_038,empty,test,18,126,33ae0d43b916cca42e642a7defc4f91be638906cbe8dfe313c0cbca328e8f3ba
43,EEVT_039,empty,test,18,126,33ae0d43b916cca42e642a7defc4f91be638906cbe8dfe313c0cbca328e8f3ba
43,EEVT_040,empty,train,18,126,33ae0d43b916cca42e642a7defc4f91be638906cbe8dfe313c0cbca328e8f3ba
43,EEVT_041,empty,test,18,126,33ae0d43b916cca42e642a7defc4f91be638906cbe8dfe313c0cbca328e8f3ba
43,EEVT_042,empty,test,18,126,33ae0d43b916cca42e642a7defc4f91be638906cbe8dfe313c0cbca328e8f3ba
44,CEVT_001,coal,train,18,126,bb8720d09a47ae5c0fe6156b3cd6c98e3c2dd69538ac7654151880ce1d096e84
44,CEVT_002,coal,test,18,126,bb8720d09a47ae5c0fe6156b3cd6c98e3c2dd69538ac7654151880ce1d096e84
44,CEVT_003,coal,train,18,126,bb8720d09a47ae5c0fe6156b3cd6c98e3c2dd69538ac7654151880ce1d096e84
44,CEVT_004,coal,train,18,126,bb8720d09a47ae5c0fe6156b3cd6c98e3c2dd69538ac7654151880ce1d096e84
44,CEVT_005,coal,train,18,126,bb8720d09a47ae5c0fe6156b3cd6c98e3c2dd69538ac7654151880ce1d096e84
44,CEVT_006,coal,train,18,126,bb8720d09a47ae5c0fe6156b3cd6c98e3c2dd69538ac7654151880ce1d096e84
44,CEVT_007,coal,train,18,126,bb8720d09a47ae5c0fe6156b3cd6c98e3c2dd69538ac7654151880ce1d096e84
44,CEVT_008,coal,train,18,126,bb8720d09a47ae5c0fe6156b3cd6c98e3c2dd69538ac7654151880ce1d096e84
44,CEVT_009,coal,test,18,126,bb8720d09a47ae5c0fe6156b3cd6c98e3c2dd69538ac7654151880ce1d096e84
44,CEVT_010,coal,test,18,126,bb8720d09a47ae5c0fe6156b3cd6c98e3c2dd69538ac7654151880ce1d096e84
44,CEVT_011,coal,test,18,126,bb8720d09a47ae5c0fe6156b3cd6c98e3c2dd69538ac7654151880ce1d096e84
44,CEVT_012,coal,train,18,126,bb8720d09a47ae5c0fe6156b3cd6c98e3c2dd69538ac7654151880ce1d096e84
44,CEVT_013,coal,train,18,126,bb8720d09a47ae5c0fe6156b3cd6c98e3c2dd69538ac7654151880ce1d096e84
44,CEVT_014,coal,train,18,126,bb8720d09a47ae5c0fe6156b3cd6c98e3c2dd69538ac7654151880ce1d096e84
44,CEVT_015,coal,val,18,126,bb8720d09a47ae5c0fe6156b3cd6c98e3c2dd69538ac7654151880ce1d096e84
44,CEVT_016,coal,train,18,126,bb8720d09a47ae5c0fe6156b3cd6c98e3c2dd69538ac7654151880ce1d096e84
44,CEVT_017,coal,train,18,126,bb8720d09a47ae5c0fe6156b3cd6c98e3c2dd69538ac7654151880ce1d096e84
44,CEVT_018,coal,train,18,126,bb8720d09a47ae5c0fe6156b3cd6c98e3c2dd69538ac7654151880ce1d096e84
44,CEVT_019,coal,train,18,126,bb8720d09a47ae5c0fe6156b3cd6c98e3c2dd69538ac7654151880ce1d096e84
44,CEVT_020,coal,test,18,126,bb8720d09a47ae5c0fe6156b3cd6c98e3c2dd69538ac7654151880ce1d096e84
44,CEVT_021,coal,train,18,126,bb8720d09a47ae5c0fe6156b3cd6c98e3c2dd69538ac7654151880ce1d096e84
44,CEVT_022,coal,val,18,126,bb8720d09a47ae5c0fe6156b3cd6c98e3c2dd69538ac7654151880ce1d096e84
44,CEVT_023,coal,train,18,126,bb8720d09a47ae5c0fe6156b3cd6c98e3c2dd69538ac7654151880ce1d096e84
44,CEVT_024,coal,val,18,126,bb8720d09a47ae5c0fe6156b3cd6c98e3c2dd69538ac7654151880ce1d096e84
44,CEVT_025,coal,train,18,126,bb8720d09a47ae5c0fe6156b3cd6c98e3c2dd69538ac7654151880ce1d096e84
44,CEVT_026,coal,train,18,126,bb8720d09a47ae5c0fe6156b3cd6c98e3c2dd69538ac7654151880ce1d096e84
44,CEVT_027,coal,train,18,126,bb8720d09a47ae5c0fe6156b3cd6c98e3c2dd69538ac7654151880ce1d096e84
44,CEVT_028,coal,train,18,126,bb8720d09a47ae5c0fe6156b3cd6c98e3c2dd69538ac7654151880ce1d096e84
44,CEVT_029,coal,test,18,126,bb8720d09a47ae5c0fe6156b3cd6c98e3c2dd69538ac7654151880ce1d096e84
44,CEVT_030,coal,train,18,126,bb8720d09a47ae5c0fe6156b3cd6c98e3c2dd69538ac7654151880ce1d096e84
44,CEVT_031,coal,val,18,126,bb8720d09a47ae5c0fe6156b3cd6c98e3c2dd69538ac7654151880ce1d096e84
44,CEVT_032,coal,test,18,126,bb8720d09a47ae5c0fe6156b3cd6c98e3c2dd69538ac7654151880ce1d096e84
44,CEVT_033,coal,train,18,126,bb8720d09a47ae5c0fe6156b3cd6c98e3c2dd69538ac7654151880ce1d096e84
44,CEVT_034,coal,train,18,126,bb8720d09a47ae5c0fe6156b3cd6c98e3c2dd69538ac7654151880ce1d096e84
44,CEVT_035,coal,test,18,126,bb8720d09a47ae5c0fe6156b3cd6c98e3c2dd69538ac7654151880ce1d096e84
44,CEVT_036,coal,train,18,126,bb8720d09a47ae5c0fe6156b3cd6c98e3c2dd69538ac7654151880ce1d096e84
44,CEVT_037,coal,train,18,126,bb8720d09a47ae5c0fe6156b3cd6c98e3c2dd69538ac7654151880ce1d096e84
44,CEVT_038,coal,train,18,126,bb8720d09a47ae5c0fe6156b3cd6c98e3c2dd69538ac7654151880ce1d096e84
44,CEVT_039,coal,train,18,126,bb8720d09a47ae5c0fe6156b3cd6c98e3c2dd69538ac7654151880ce1d096e84
44,CEVT_040,coal,test,18,126,bb8720d09a47ae5c0fe6156b3cd6c98e3c2dd69538ac7654151880ce1d096e84
44,CEVT_041,coal,train,18,126,bb8720d09a47ae5c0fe6156b3cd6c98e3c2dd69538ac7654151880ce1d096e84
44,CEVT_042,coal,train,18,126,bb8720d09a47ae5c0fe6156b3cd6c98e3c2dd69538ac7654151880ce1d096e84
44,CEVT_043,coal,train,18,126,bb8720d09a47ae5c0fe6156b3cd6c98e3c2dd69538ac7654151880ce1d096e84
44,CEVT_044,coal,train,18,126,bb8720d09a47ae5c0fe6156b3cd6c98e3c2dd69538ac7654151880ce1d096e84
44,CEVT_045,coal,test,18,126,bb8720d09a47ae5c0fe6156b3cd6c98e3c2dd69538ac7654151880ce1d096e84
44,CEVT_046,coal,train,18,126,bb8720d09a47ae5c0fe6156b3cd6c98e3c2dd69538ac7654151880ce1d096e84
44,CEVT_047,coal,val,18,126,bb8720d09a47ae5c0fe6156b3cd6c98e3c2dd69538ac7654151880ce1d096e84
44,CEVT_048,coal,train,18,126,bb8720d09a47ae5c0fe6156b3cd6c98e3c2dd69538ac7654151880ce1d096e84
44,CEVT_049,coal,train,18,126,bb8720d09a47ae5c0fe6156b3cd6c98e3c2dd69538ac7654151880ce1d096e84
44,GEVT_001,gangue,train,18,126,bb8720d09a47ae5c0fe6156b3cd6c98e3c2dd69538ac7654151880ce1d096e84
44,GEVT_002,gangue,val,18,126,bb8720d09a47ae5c0fe6156b3cd6c98e3c2dd69538ac7654151880ce1d096e84
44,GEVT_003,gangue,test,18,126,bb8720d09a47ae5c0fe6156b3cd6c98e3c2dd69538ac7654151880ce1d096e84
44,GEVT_004,gangue,train,18,126,bb8720d09a47ae5c0fe6156b3cd6c98e3c2dd69538ac7654151880ce1d096e84
44,GEVT_005,gangue,test,18,126,bb8720d09a47ae5c0fe6156b3cd6c98e3c2dd69538ac7654151880ce1d096e84
44,GEVT_006,gangue,train,18,126,bb8720d09a47ae5c0fe6156b3cd6c98e3c2dd69538ac7654151880ce1d096e84
44,GEVT_007,gangue,train,18,126,bb8720d09a47ae5c0fe6156b3cd6c98e3c2dd69538ac7654151880ce1d096e84
44,GEVT_008,gangue,train,18,126,bb8720d09a47ae5c0fe6156b3cd6c98e3c2dd69538ac7654151880ce1d096e84
44,GEVT_009,gangue,train,18,126,bb8720d09a47ae5c0fe6156b3cd6c98e3c2dd69538ac7654151880ce1d096e84
44,GEVT_010,gangue,test,18,126,bb8720d09a47ae5c0fe6156b3cd6c98e3c2dd69538ac7654151880ce1d096e84
44,GEVT_011,gangue,train,18,126,bb8720d09a47ae5c0fe6156b3cd6c98e3c2dd69538ac7654151880ce1d096e84
44,GEVT_012,gangue,train,18,126,bb8720d09a47ae5c0fe6156b3cd6c98e3c2dd69538ac7654151880ce1d096e84
44,GEVT_013,gangue,train,18,126,bb8720d09a47ae5c0fe6156b3cd6c98e3c2dd69538ac7654151880ce1d096e84
44,GEVT_014,gangue,train,18,126,bb8720d09a47ae5c0fe6156b3cd6c98e3c2dd69538ac7654151880ce1d096e84
44,GEVT_015,gangue,train,18,126,bb8720d09a47ae5c0fe6156b3cd6c98e3c2dd69538ac7654151880ce1d096e84
44,GEVT_016,gangue,test,18,126,bb8720d09a47ae5c0fe6156b3cd6c98e3c2dd69538ac7654151880ce1d096e84
44,GEVT_017,gangue,train,18,126,bb8720d09a47ae5c0fe6156b3cd6c98e3c2dd69538ac7654151880ce1d096e84
44,GEVT_018,gangue,train,18,126,bb8720d09a47ae5c0fe6156b3cd6c98e3c2dd69538ac7654151880ce1d096e84
44,GEVT_019,gangue,train,18,126,bb8720d09a47ae5c0fe6156b3cd6c98e3c2dd69538ac7654151880ce1d096e84
44,GEVT_020,gangue,train,18,126,bb8720d09a47ae5c0fe6156b3cd6c98e3c2dd69538ac7654151880ce1d096e84
44,GEVT_021,gangue,val,18,126,bb8720d09a47ae5c0fe6156b3cd6c98e3c2dd69538ac7654151880ce1d096e84
44,GEVT_022,gangue,train,18,126,bb8720d09a47ae5c0fe6156b3cd6c98e3c2dd69538ac7654151880ce1d096e84
44,GEVT_023,gangue,train,18,126,bb8720d09a47ae5c0fe6156b3cd6c98e3c2dd69538ac7654151880ce1d096e84
44,GEVT_024,gangue,test,18,126,bb8720d09a47ae5c0fe6156b3cd6c98e3c2dd69538ac7654151880ce1d096e84
44,GEVT_025,gangue,train,18,126,bb8720d09a47ae5c0fe6156b3cd6c98e3c2dd69538ac7654151880ce1d096e84
44,GEVT_026,gangue,test,18,126,bb8720d09a47ae5c0fe6156b3cd6c98e3c2dd69538ac7654151880ce1d096e84
44,GEVT_027,gangue,train,18,126,bb8720d09a47ae5c0fe6156b3cd6c98e3c2dd69538ac7654151880ce1d096e84
44,GEVT_028,gangue,train,18,126,bb8720d09a47ae5c0fe6156b3cd6c98e3c2dd69538ac7654151880ce1d096e84
44,GEVT_029,gangue,val,18,126,bb8720d09a47ae5c0fe6156b3cd6c98e3c2dd69538ac7654151880ce1d096e84
44,GEVT_030,gangue,test,18,126,bb8720d09a47ae5c0fe6156b3cd6c98e3c2dd69538ac7654151880ce1d096e84
44,GEVT_031,gangue,train,18,126,bb8720d09a47ae5c0fe6156b3cd6c98e3c2dd69538ac7654151880ce1d096e84
44,GEVT_032,gangue,train,18,126,bb8720d09a47ae5c0fe6156b3cd6c98e3c2dd69538ac7654151880ce1d096e84
44,GEVT_033,gangue,test,18,126,bb8720d09a47ae5c0fe6156b3cd6c98e3c2dd69538ac7654151880ce1d096e84
44,GEVT_034,gangue,val,18,126,bb8720d09a47ae5c0fe6156b3cd6c98e3c2dd69538ac7654151880ce1d096e84
44,GEVT_035,gangue,val,18,126,bb8720d09a47ae5c0fe6156b3cd6c98e3c2dd69538ac7654151880ce1d096e84
44,GEVT_036,gangue,train,18,126,bb8720d09a47ae5c0fe6156b3cd6c98e3c2dd69538ac7654151880ce1d096e84
44,GEVT_037,gangue,train,18,126,bb8720d09a47ae5c0fe6156b3cd6c98e3c2dd69538ac7654151880ce1d096e84
44,GEVT_038,gangue,train,18,126,bb8720d09a47ae5c0fe6156b3cd6c98e3c2dd69538ac7654151880ce1d096e84
44,GEVT_039,gangue,train,18,126,bb8720d09a47ae5c0fe6156b3cd6c98e3c2dd69538ac7654151880ce1d096e84
44,GEVT_040,gangue,train,18,126,bb8720d09a47ae5c0fe6156b3cd6c98e3c2dd69538ac7654151880ce1d096e84
44,GEVT_041,gangue,train,18,126,bb8720d09a47ae5c0fe6156b3cd6c98e3c2dd69538ac7654151880ce1d096e84
44,GEVT_042,gangue,train,18,126,bb8720d09a47ae5c0fe6156b3cd6c98e3c2dd69538ac7654151880ce1d096e84
44,GEVT_043,gangue,train,18,126,bb8720d09a47ae5c0fe6156b3cd6c98e3c2dd69538ac7654151880ce1d096e84
44,GEVT_044,gangue,train,18,126,bb8720d09a47ae5c0fe6156b3cd6c98e3c2dd69538ac7654151880ce1d096e84
44,GEVT_045,gangue,train,18,126,bb8720d09a47ae5c0fe6156b3cd6c98e3c2dd69538ac7654151880ce1d096e84
44,GEVT_046,gangue,train,18,126,bb8720d09a47ae5c0fe6156b3cd6c98e3c2dd69538ac7654151880ce1d096e84
44,GEVT_047,gangue,train,18,126,bb8720d09a47ae5c0fe6156b3cd6c98e3c2dd69538ac7654151880ce1d096e84
44,GEVT_048,gangue,test,18,126,bb8720d09a47ae5c0fe6156b3cd6c98e3c2dd69538ac7654151880ce1d096e84
44,GEVT_049,gangue,train,18,126,bb8720d09a47ae5c0fe6156b3cd6c98e3c2dd69538ac7654151880ce1d096e84
44,GEVT_050,gangue,test,18,126,bb8720d09a47ae5c0fe6156b3cd6c98e3c2dd69538ac7654151880ce1d096e84
44,GEVT_051,gangue,train,18,126,bb8720d09a47ae5c0fe6156b3cd6c98e3c2dd69538ac7654151880ce1d096e84
44,GEVT_052,gangue,train,18,126,bb8720d09a47ae5c0fe6156b3cd6c98e3c2dd69538ac7654151880ce1d096e84
44,GEVT_053,gangue,val,18,126,bb8720d09a47ae5c0fe6156b3cd6c98e3c2dd69538ac7654151880ce1d096e84
44,GEVT_054,gangue,train,18,126,bb8720d09a47ae5c0fe6156b3cd6c98e3c2dd69538ac7654151880ce1d096e84
44,GEVT_055,gangue,test,18,126,bb8720d09a47ae5c0fe6156b3cd6c98e3c2dd69538ac7654151880ce1d096e84
44,GEVT_056,gangue,train,18,126,bb8720d09a47ae5c0fe6156b3cd6c98e3c2dd69538ac7654151880ce1d096e84
44,GEVT_057,gangue,train,18,126,bb8720d09a47ae5c0fe6156b3cd6c98e3c2dd69538ac7654151880ce1d096e84
44,EEVT_001,empty,train,18,126,bb8720d09a47ae5c0fe6156b3cd6c98e3c2dd69538ac7654151880ce1d096e84
44,EEVT_002,empty,train,18,126,bb8720d09a47ae5c0fe6156b3cd6c98e3c2dd69538ac7654151880ce1d096e84
44,EEVT_003,empty,train,18,126,bb8720d09a47ae5c0fe6156b3cd6c98e3c2dd69538ac7654151880ce1d096e84
44,EEVT_004,empty,train,18,126,bb8720d09a47ae5c0fe6156b3cd6c98e3c2dd69538ac7654151880ce1d096e84
44,EEVT_005,empty,test,18,126,bb8720d09a47ae5c0fe6156b3cd6c98e3c2dd69538ac7654151880ce1d096e84
44,EEVT_006,empty,train,18,126,bb8720d09a47ae5c0fe6156b3cd6c98e3c2dd69538ac7654151880ce1d096e84
44,EEVT_007,empty,train,18,126,bb8720d09a47ae5c0fe6156b3cd6c98e3c2dd69538ac7654151880ce1d096e84
44,EEVT_008,empty,train,18,126,bb8720d09a47ae5c0fe6156b3cd6c98e3c2dd69538ac7654151880ce1d096e84
44,EEVT_009,empty,train,18,126,bb8720d09a47ae5c0fe6156b3cd6c98e3c2dd69538ac7654151880ce1d096e84
44,EEVT_010,empty,train,18,126,bb8720d09a47ae5c0fe6156b3cd6c98e3c2dd69538ac7654151880ce1d096e84
44,EEVT_011,empty,train,18,126,bb8720d09a47ae5c0fe6156b3cd6c98e3c2dd69538ac7654151880ce1d096e84
44,EEVT_012,empty,train,18,126,bb8720d09a47ae5c0fe6156b3cd6c98e3c2dd69538ac7654151880ce1d096e84
44,EEVT_013,empty,train,18,126,bb8720d09a47ae5c0fe6156b3cd6c98e3c2dd69538ac7654151880ce1d096e84
44,EEVT_014,empty,train,18,126,bb8720d09a47ae5c0fe6156b3cd6c98e3c2dd69538ac7654151880ce1d096e84
44,EEVT_015,empty,train,18,126,bb8720d09a47ae5c0fe6156b3cd6c98e3c2dd69538ac7654151880ce1d096e84
44,EEVT_016,empty,val,18,126,bb8720d09a47ae5c0fe6156b3cd6c98e3c2dd69538ac7654151880ce1d096e84
44,EEVT_017,empty,test,18,126,bb8720d09a47ae5c0fe6156b3cd6c98e3c2dd69538ac7654151880ce1d096e84
44,EEVT_018,empty,train,18,126,bb8720d09a47ae5c0fe6156b3cd6c98e3c2dd69538ac7654151880ce1d096e84
44,EEVT_019,empty,test,18,126,bb8720d09a47ae5c0fe6156b3cd6c98e3c2dd69538ac7654151880ce1d096e84
44,EEVT_020,empty,train,18,126,bb8720d09a47ae5c0fe6156b3cd6c98e3c2dd69538ac7654151880ce1d096e84
44,EEVT_021,empty,train,18,126,bb8720d09a47ae5c0fe6156b3cd6c98e3c2dd69538ac7654151880ce1d096e84
44,EEVT_022,empty,val,18,126,bb8720d09a47ae5c0fe6156b3cd6c98e3c2dd69538ac7654151880ce1d096e84
44,EEVT_023,empty,val,18,126,bb8720d09a47ae5c0fe6156b3cd6c98e3c2dd69538ac7654151880ce1d096e84
44,EEVT_024,empty,train,18,126,bb8720d09a47ae5c0fe6156b3cd6c98e3c2dd69538ac7654151880ce1d096e84
44,EEVT_025,empty,train,18,126,bb8720d09a47ae5c0fe6156b3cd6c98e3c2dd69538ac7654151880ce1d096e84
44,EEVT_026,empty,test,18,126,bb8720d09a47ae5c0fe6156b3cd6c98e3c2dd69538ac7654151880ce1d096e84
44,EEVT_027,empty,val,18,126,bb8720d09a47ae5c0fe6156b3cd6c98e3c2dd69538ac7654151880ce1d096e84
44,EEVT_028,empty,train,18,126,bb8720d09a47ae5c0fe6156b3cd6c98e3c2dd69538ac7654151880ce1d096e84
44,EEVT_029,empty,train,18,126,bb8720d09a47ae5c0fe6156b3cd6c98e3c2dd69538ac7654151880ce1d096e84
44,EEVT_030,empty,test,18,126,bb8720d09a47ae5c0fe6156b3cd6c98e3c2dd69538ac7654151880ce1d096e84
44,EEVT_031,empty,train,18,126,bb8720d09a47ae5c0fe6156b3cd6c98e3c2dd69538ac7654151880ce1d096e84
44,EEVT_032,empty,train,18,126,bb8720d09a47ae5c0fe6156b3cd6c98e3c2dd69538ac7654151880ce1d096e84
44,EEVT_033,empty,train,18,126,bb8720d09a47ae5c0fe6156b3cd6c98e3c2dd69538ac7654151880ce1d096e84
44,EEVT_034,empty,test,18,126,bb8720d09a47ae5c0fe6156b3cd6c98e3c2dd69538ac7654151880ce1d096e84
44,EEVT_035,empty,test,18,126,bb8720d09a47ae5c0fe6156b3cd6c98e3c2dd69538ac7654151880ce1d096e84
44,EEVT_036,empty,train,18,126,bb8720d09a47ae5c0fe6156b3cd6c98e3c2dd69538ac7654151880ce1d096e84
44,EEVT_037,empty,train,18,126,bb8720d09a47ae5c0fe6156b3cd6c98e3c2dd69538ac7654151880ce1d096e84
44,EEVT_038,empty,test,18,126,bb8720d09a47ae5c0fe6156b3cd6c98e3c2dd69538ac7654151880ce1d096e84
44,EEVT_039,empty,train,18,126,bb8720d09a47ae5c0fe6156b3cd6c98e3c2dd69538ac7654151880ce1d096e84
44,EEVT_040,empty,test,18,126,bb8720d09a47ae5c0fe6156b3cd6c98e3c2dd69538ac7654151880ce1d096e84
44,EEVT_041,empty,train,18,126,bb8720d09a47ae5c0fe6156b3cd6c98e3c2dd69538ac7654151880ce1d096e84
44,EEVT_042,empty,train,18,126,bb8720d09a47ae5c0fe6156b3cd6c98e3c2dd69538ac7654151880ce1d096e84
45,CEVT_001,coal,train,18,126,0d68ed4c7266207cb739b5c2d5ce92df953eb821f5798798286bb02e055cd76e
45,CEVT_002,coal,train,18,126,0d68ed4c7266207cb739b5c2d5ce92df953eb821f5798798286bb02e055cd76e
45,CEVT_003,coal,test,18,126,0d68ed4c7266207cb739b5c2d5ce92df953eb821f5798798286bb02e055cd76e
45,CEVT_004,coal,test,18,126,0d68ed4c7266207cb739b5c2d5ce92df953eb821f5798798286bb02e055cd76e
45,CEVT_005,coal,test,18,126,0d68ed4c7266207cb739b5c2d5ce92df953eb821f5798798286bb02e055cd76e
45,CEVT_006,coal,train,18,126,0d68ed4c7266207cb739b5c2d5ce92df953eb821f5798798286bb02e055cd76e
45,CEVT_007,coal,train,18,126,0d68ed4c7266207cb739b5c2d5ce92df953eb821f5798798286bb02e055cd76e
45,CEVT_008,coal,train,18,126,0d68ed4c7266207cb739b5c2d5ce92df953eb821f5798798286bb02e055cd76e
45,CEVT_009,coal,train,18,126,0d68ed4c7266207cb739b5c2d5ce92df953eb821f5798798286bb02e055cd76e
45,CEVT_010,coal,test,18,126,0d68ed4c7266207cb739b5c2d5ce92df953eb821f5798798286bb02e055cd76e
